POSICION_X	POSICION_Y
0.728227	0.000000
0.728226	0.001180
0.728223	0.002360
0.728219	0.003539
0.728212	0.004719
0.728204	0.005899
0.728193	0.007079
0.728181	0.008259
0.728167	0.009438
0.728151	0.010618
0.728133	0.011798
0.728113	0.012977
0.728091	0.014157
0.728068	0.015337
0.728042	0.016516
0.728015	0.017696
0.727986	0.018875
0.727955	0.020055
0.727922	0.021234
0.727887	0.022413
0.727850	0.023593
0.727811	0.024772
0.727771	0.025951
0.727728	0.027130
0.727684	0.028309
0.727638	0.029488
0.727590	0.030667
0.727540	0.031845
0.727488	0.033024
0.727434	0.034203
0.727379	0.035381
0.727321	0.036560
0.727262	0.037738
0.727201	0.038916
0.727138	0.040094
0.727073	0.041272
0.727006	0.042450
0.726937	0.043628
0.726866	0.044806
0.726794	0.045983
0.726719	0.047161
0.726643	0.048338
0.726565	0.049515
0.726485	0.050692
0.726403	0.051869
0.726319	0.053046
0.726233	0.054223
0.726146	0.055399
0.726056	0.056576
0.725965	0.057752
0.725871	0.058928
0.725776	0.060104
0.725679	0.061280
0.725580	0.062455
0.725480	0.063631
0.725377	0.064806
0.725273	0.065981
0.725166	0.067156
0.725058	0.068331
0.724948	0.069506
0.724836	0.070680
0.724722	0.071854
0.724606	0.073028
0.724489	0.074202
0.724369	0.075376
0.724248	0.076549
0.724124	0.077723
0.723999	0.078896
0.723872	0.080069
0.723743	0.081241
0.723613	0.082414
0.723480	0.083586
0.723345	0.084758
0.723209	0.085930
0.723071	0.087101
0.722931	0.088273
0.722789	0.089444
0.722645	0.090615
0.722499	0.091785
0.722351	0.092956
0.722202	0.094126
0.722051	0.095296
0.721897	0.096466
0.721742	0.097635
0.721585	0.098804
0.721426	0.099973
0.721266	0.101142
0.721103	0.102310
0.720939	0.103479
0.720773	0.104646
0.720604	0.105814
0.720434	0.106981
0.720262	0.108148
0.720089	0.109315
0.719913	0.110482
0.719736	0.111648
0.719556	0.112814
0.719375	0.113980
0.719192	0.115145
0.719007	0.116310
0.718820	0.117475
0.718632	0.118639
0.718441	0.119803
0.718249	0.120967
0.718055	0.122131
0.717859	0.123294
0.717661	0.124457
0.717461	0.125619
0.717259	0.126781
0.717056	0.127943
0.716850	0.129105
0.716643	0.130266
0.716434	0.131427
0.716223	0.132588
0.716010	0.133748
0.715796	0.134908
0.715579	0.136067
0.715361	0.137226
0.715141	0.138385
0.714919	0.139544
0.714695	0.140702
0.714469	0.141859
0.714241	0.143017
0.714012	0.144174
0.713781	0.145330
0.713548	0.146487
0.713313	0.147643
0.713076	0.148798
0.712837	0.149953
0.712597	0.151108
0.712354	0.152262
0.712110	0.153416
0.711864	0.154570
0.711616	0.155723
0.711366	0.156875
0.711115	0.158028
0.710861	0.159180
0.710606	0.160331
0.710349	0.161482
0.710090	0.162633
0.709830	0.163783
0.709567	0.164933
0.709303	0.166082
0.709036	0.167231
0.708768	0.168380
0.708498	0.169528
0.708227	0.170676
0.707953	0.171823
0.707678	0.172970
0.707400	0.174116
0.707121	0.175262
0.706840	0.176407
0.706558	0.177552
0.706273	0.178697
0.705987	0.179841
0.705698	0.180984
0.705408	0.182127
0.705116	0.183270
0.704823	0.184412
0.704527	0.185554
0.704230	0.186695
0.703931	0.187836
0.703630	0.188976
0.703327	0.190116
0.703022	0.191255
0.702716	0.192394
0.702408	0.193532
0.702098	0.194670
0.701786	0.195807
0.701472	0.196944
0.701157	0.198080
0.700839	0.199216
0.700520	0.200351
0.700199	0.201486
0.699877	0.202620
0.699552	0.203754
0.699226	0.204887
0.698897	0.206019
0.698567	0.207152
0.698236	0.208283
0.697902	0.209414
0.697567	0.210545
0.697229	0.211674
0.696890	0.212804
0.696550	0.213933
