POSICION_X	POSICION_Y
0.000000	0.000000
1.000000	0.000000
-0.000000	0.000000
1.005000	0.070701
-0.000000	0.000000
1.019950	0.141747
-0.000000	-0.000000
1.044623	0.213789
-0.000000	-0.000000
1.078526	0.287361
-0.000000	-0.000000
1.120944	0.362848
-0.000001	-0.000000
1.171036	0.440477
-0.000001	-0.000000
1.227922	0.520341
-0.000001	-0.000000
1.290752	0.602426
-0.000001	-0.000000
1.358741	0.686650
-0.000001	-0.000000
1.431194	0.772889
-0.000002	-0.000000
1.507505	0.860999
-0.000002	-0.000000
1.587156	0.950830
-0.000002	-0.000000
1.669704	1.042235
-0.000002	-0.000000
1.754778	1.135073
-0.000003	-0.000000
1.842060	1.229217
-0.000003	-0.000001
1.931284	1.324548
-0.000003	-0.000001
2.022222	1.420961
-0.000003	-0.000001
2.114680	1.518360
-0.000004	-0.000001
2.208494	1.616661
-0.000004	-0.000001
2.303520	1.715785
-0.000004	-0.000001
2.399637	1.815666
-0.000005	-0.000001
2.496738	1.916242
-0.000005	-0.000001
2.594731	2.017459
-0.000005	-0.000001
2.693534	2.119267
-0.000006	-0.000001
2.793078	2.221622
-0.000006	-0.000001
2.893299	2.324485
-0.000006	-0.000001
2.994142	2.427819
-0.000007	-0.000002
3.095557	2.531593
-0.000007	-0.000002
3.197502	2.635777
-0.000007	-0.000002
3.299937	2.740344
-0.000008	-0.000002
3.402827	2.845270
-0.000008	-0.000002
3.506139	2.950532
-0.000008	-0.000002
3.609846	3.056111
-0.000009	-0.000002
3.713922	3.161987
-0.000009	-0.000002
3.818342	3.268144
-0.000009	-0.000002
3.923086	3.374566
-0.000010	-0.000002
4.028134	3.481239
-0.000010	-0.000003
4.133469	3.588148
-0.000010	-0.000003
4.239073	3.695282
-0.000011	-0.000003
4.344931	3.802630
-0.000011	-0.000003
4.451031	3.910180
-0.000011	-0.000003
4.557358	4.017923
-0.000012	-0.000003
4.663902	4.125850
-0.000012	-0.000003
4.770651	4.233952
-0.000012	-0.000003
4.877595	4.342220
-0.000013	-0.000003
4.984724	4.450649
-0.000013	-0.000004
5.092030	4.559229
-0.000013	-0.000004
5.199505	4.667956
-0.000014	-0.000004
5.307141	4.776822
-0.000014	-0.000004
5.414930	4.885823
-0.000014	-0.000004
5.522867	4.994952
-0.000015	-0.000004
5.630944	5.104205
-0.000015	-0.000004
5.739156	5.213576
-0.000015	-0.000004
5.847498	5.323061
-0.000016	-0.000005
5.955964	5.432656
-0.000016	-0.000005
6.064549	5.542357
-0.000016	-0.000005
6.173248	5.652159
-0.000017	-0.000005
6.282058	5.762060
-0.000017	-0.000005
6.390974	5.872055
-0.000017	-0.000005
6.499992	5.982142
-0.000018	-0.000005
6.609109	6.092317
-0.000018	-0.000005
6.718320	6.202578
-0.000018	-0.000005
6.827624	6.312920
-0.000019	-0.000006
6.937016	6.423343
-0.000019	-0.000006
7.046493	6.533843
-0.000019	-0.000006
7.156053	6.644418
-0.000020	-0.000006
7.265693	6.755065
-0.000020	-0.000006
7.375410	6.865783
-0.000020	-0.000006
7.485203	6.976569
-0.000021	-0.000006
7.595068	7.087421
-0.000021	-0.000006
7.705003	7.198337
-0.000021	-0.000007
7.815006	7.309315
-0.000022	-0.000007
7.925076	7.420354
-0.000022	-0.000007
8.035210	7.531451
-0.000022	-0.000007
8.145406	7.642606
-0.000023	-0.000007
8.255662	7.753817
-0.000023	-0.000007
8.365978	7.865081
-0.000024	-0.000007
8.476351	7.976399
-0.000024	-0.000007
8.586779	8.087767
-0.000024	-0.000008
8.697261	8.199186
-0.000025	-0.000008
8.807796	8.310653
-0.000025	-0.000008
8.918382	8.422167
-0.000025	-0.000008
9.029018	8.533728
-0.000026	-0.000008
9.139703	8.645334
-0.000026	-0.000008
9.250435	8.756983
-0.000026	-0.000008
9.361213	8.868676
-0.000027	-0.000008
9.472036	8.980411
-0.000027	-0.000008
9.582903	9.092186
-0.000027	-0.000009
9.693813	9.204001
-0.000028	-0.000009
9.804765	9.315856
-0.000028	-0.000009
9.915758	9.427748
-0.000028	-0.000009
10.026790	9.539677
-0.000029	-0.000009
10.137861	9.651643
-0.000029	-0.000009
10.248971	9.763645
-0.000029	-0.000009
10.360117	9.875681
-0.000030	-0.000009
10.471300	9.987752
-0.000030	-0.000010
10.582518	10.099856
-0.000030	-0.000010
10.693771	10.211992
-0.000031	-0.000010
10.805058	10.324160
-0.000031	-0.000010
10.916378	10.436360
