POSICION_X	POSICION_Y
10.050195	0.000000
10.050195	0.000333
10.050195	0.000666
10.050195	0.000999
10.050195	0.001332
10.050195	0.001665
10.050195	0.001998
10.050195	0.002331
10.050195	0.002664
10.050195	0.002997
10.050195	0.003330
10.050195	0.003663
10.050195	0.003996
10.050195	0.004329
10.050194	0.004662
10.050194	0.004995
10.050194	0.005328
10.050194	0.005661
10.050194	0.005994
10.050194	0.006327
10.050193	0.006660
10.050193	0.006993
10.050193	0.007327
10.050193	0.007660
10.050193	0.007993
10.050192	0.008326
10.050192	0.008659
10.050192	0.008992
10.050191	0.009325
10.050191	0.009658
10.050191	0.009991
10.050191	0.010324
10.050190	0.010657
10.050190	0.010990
10.050190	0.011323
10.050189	0.011656
10.050189	0.011989
10.050189	0.012322
10.050188	0.012655
10.050188	0.012988
10.050187	0.013321
10.050187	0.013654
10.050187	0.013987
10.050186	0.014320
10.050186	0.014653
10.050185	0.014986
10.050185	0.015319
10.050184	0.015652
10.050184	0.015985
10.050183	0.016318
10.050183	0.016651
10.050182	0.016984
10.050182	0.017317
10.050181	0.017650
10.050181	0.017983
10.050180	0.018316
10.050180	0.018649
10.050179	0.018982
10.050179	0.019315
10.050178	0.019648
10.050177	0.019981
10.050177	0.020314
10.050176	0.020647
10.050176	0.020980
10.050175	0.021313
10.050174	0.021646
10.050174	0.021980
10.050173	0.022313
10.050172	0.022646
10.050172	0.022979
10.050171	0.023312
10.050170	0.023645
10.050170	0.023978
10.050169	0.024311
10.050168	0.024644
10.050167	0.024977
10.050167	0.025310
10.050166	0.025643
10.050165	0.025976
10.050164	0.026309
10.050164	0.026642
10.050163	0.026975
10.050162	0.027308
10.050161	0.027641
10.050160	0.027974
10.050159	0.028307
10.050159	0.028640
10.050158	0.028973
10.050157	0.029306
10.050156	0.029639
10.050155	0.029972
10.050154	0.030305
10.050153	0.030638
10.050152	0.030971
10.050151	0.031304
10.050151	0.031637
10.050150	0.031970
10.050149	0.032303
10.050148	0.032636
10.050147	0.032969
10.050146	0.033302
10.050145	0.033635
10.050144	0.033968
10.050143	0.034301
10.050142	0.034634
10.050141	0.034967
10.050140	0.035300
10.050138	0.035633
10.050137	0.035966
10.050136	0.036299
10.050135	0.036632
10.050134	0.036966
10.050133	0.037299
10.050132	0.037632
10.050131	0.037965
10.050130	0.038298
10.050128	0.038631
10.050127	0.038964
10.050126	0.039297
10.050125	0.039630
10.050124	0.039963
10.050123	0.040296
10.050121	0.040629
10.050120	0.040962
10.050119	0.041295
10.050118	0.041628
10.050116	0.041961
10.050115	0.042294
10.050114	0.042627
10.050113	0.042960
10.050111	0.043293
10.050110	0.043626
10.050109	0.043959
10.050107	0.044292
10.050106	0.044625
10.050105	0.044958
10.050103	0.045291
10.050102	0.045624
10.050101	0.045957
10.050099	0.046290
10.050098	0.046623
10.050097	0.046956
10.050095	0.047289
10.050094	0.047622
10.050092	0.047955
10.050091	0.048288
10.050089	0.048621
10.050088	0.048954
10.050086	0.049287
10.050085	0.049620
10.050083	0.049953
10.050082	0.050286
10.050080	0.050619
10.050079	0.050952
10.050077	0.051285
10.050076	0.051618
10.050074	0.051951
10.050073	0.052284
10.050071	0.052617
10.050070	0.052950
10.050068	0.053284
10.050066	0.053617
10.050065	0.053950
10.050063	0.054283
10.050062	0.054616
10.050060	0.054949
10.050058	0.055282
10.050057	0.055615
10.050055	0.055948
10.050053	0.056281
10.050052	0.056614
10.050050	0.056947
10.050048	0.057280
10.050047	0.057613
10.050045	0.057946
10.050043	0.058279
10.050041	0.058612
10.050040	0.058945
10.050038	0.059278
10.050036	0.059611
10.050034	0.059944
10.050032	0.060277
10.050031	0.060610
10.050029	0.060943
10.050027	0.061276
10.050025	0.061609
10.050023	0.061942
10.050021	0.062275
10.050020	0.062608
10.050018	0.062941
10.050016	0.063274
10.050014	0.063607
10.050012	0.063940
10.050010	0.064273
10.050008	0.064606
10.050006	0.064939
10.050004	0.065272
10.050002	0.065605
10.050000	0.065938
10.049998	0.066271
10.049996	0.066604
10.049994	0.066937
10.049992	0.067270
10.049990	0.067603
10.049988	0.067936
10.049986	0.068269
10.049984	0.068602
10.049982	0.068935
10.049980	0.069268
10.049978	0.069601
10.049976	0.069934
10.049974	0.070267
10.049972	0.070600
10.049970	0.070933
10.049968	0.071266
10.049966	0.071599
10.049963	0.071932
10.049961	0.072265
10.049959	0.072599
10.049957	0.072932
10.049955	0.073265
10.049953	0.073598
10.049950	0.073931
10.049948	0.074264
10.049946	0.074597
10.049944	0.074930
10.049941	0.075263
10.049939	0.075596
10.049937	0.075929
10.049935	0.076262
10.049932	0.076595
10.049930	0.076928
10.049928	0.077261
10.049925	0.077594
10.049923	0.077927
10.049921	0.078260
10.049918	0.078593
10.049916	0.078926
10.049914	0.079259
10.049911	0.079592
10.049909	0.079925
10.049907	0.080258
10.049904	0.080591
10.049902	0.080924
10.049899	0.081257
10.049897	0.081590
10.049894	0.081923
10.049892	0.082256
10.049890	0.082589
10.049887	0.082922
10.049885	0.083255
10.049882	0.083588
10.049880	0.083921
10.049877	0.084254
10.049875	0.084587
10.049872	0.084920
10.049870	0.085253
10.049867	0.085586
10.049864	0.085919
10.049862	0.086252
10.049859	0.086585
10.049857	0.086918
10.049854	0.087251
10.049851	0.087584
10.049849	0.087917
10.049846	0.088250
10.049844	0.088583
10.049841	0.088916
