POSICION_X	POSICION_Y
0.466694	0.000000
0.466692	0.001188
0.466685	0.002376
0.466673	0.003565
0.466657	0.004753
0.466637	0.005941
0.466612	0.007129
0.466582	0.008317
0.466547	0.009505
0.466508	0.010692
0.466465	0.011880
0.466416	0.013068
0.466364	0.014255
0.466306	0.015442
0.466244	0.016629
0.466178	0.017816
0.466106	0.019003
0.466031	0.020190
0.465950	0.021376
0.465865	0.022562
0.465776	0.023748
0.465682	0.024934
0.465583	0.026120
0.465480	0.027305
0.465372	0.028490
0.465259	0.029674
0.465142	0.030859
0.465021	0.032043
0.464894	0.033227
0.464764	0.034410
0.464628	0.035593
0.464488	0.036776
0.464343	0.037958
0.464194	0.039140
0.464040	0.040322
0.463882	0.041503
0.463719	0.042684
0.463551	0.043864
0.463379	0.045044
0.463202	0.046224
0.463021	0.047403
0.462835	0.048582
0.462645	0.049760
0.462449	0.050937
0.462250	0.052114
0.462045	0.053291
0.461836	0.054467
0.461623	0.055643
0.461405	0.056818
0.461182	0.057992
0.460955	0.059166
0.460723	0.060339
0.460487	0.061512
0.460245	0.062684
0.460000	0.063855
0.459750	0.065026
0.459495	0.066196
0.459235	0.067365
0.458971	0.068534
0.458703	0.069702
0.458429	0.070869
0.458152	0.072036
0.457869	0.073202
0.457582	0.074367
0.457291	0.075532
0.456995	0.076695
0.456694	0.077858
0.456388	0.079021
0.456078	0.080182
0.455764	0.081342
0.455445	0.082502
0.455121	0.083661
0.454793	0.084819
0.454460	0.085976
0.454122	0.087133
0.453780	0.088288
0.453434	0.089443
0.453082	0.090596
0.452726	0.091749
0.452366	0.092901
0.452001	0.094052
0.451631	0.095202
0.451257	0.096351
0.450878	0.097499
0.450495	0.098646
0.450107	0.099791
0.449714	0.100936
0.449317	0.102080
0.448915	0.103223
0.448509	0.104365
0.448098	0.105506
0.447682	0.106645
0.447262	0.107784
0.446837	0.108921
0.446408	0.110058
0.445974	0.111193
0.445535	0.112327
0.445092	0.113460
0.444644	0.114592
0.444192	0.115722
0.443735	0.116851
0.443273	0.117980
0.442807	0.119107
0.442337	0.120232
0.441861	0.121357
0.441381	0.122480
0.440897	0.123602
0.440408	0.124722
0.439914	0.125842
0.439416	0.126960
0.438913	0.128076
0.438406	0.129192
0.437894	0.130306
0.437377	0.131418
0.436856	0.132529
0.436330	0.133639
0.435800	0.134748
0.435265	0.135855
0.434725	0.136960
0.434181	0.138064
0.433632	0.139167
0.433079	0.140268
0.432521	0.141368
0.431958	0.142466
0.431391	0.143563
0.430819	0.144658
0.430243	0.145752
0.429662	0.146844
0.429077	0.147934
0.428487	0.149023
0.427892	0.150111
0.427293	0.151196
0.426689	0.152280
0.426080	0.153363
0.425467	0.154444
0.424850	0.155523
0.424228	0.156600
0.423601	0.157676
0.422969	0.158750
0.422333	0.159822
0.421693	0.160893
0.421048	0.161962
0.420398	0.163029
0.419744	0.164094
0.419085	0.165158
0.418421	0.166219
0.417753	0.167279
0.417081	0.168337
0.416404	0.169394
