POSICION_X	POSICION_Y
1.016699	0.000000
1.016651	0.009753
1.016506	0.019505
1.016264	0.029256
1.015926	0.039003
1.015490	0.048747
1.014959	0.058487
1.014330	0.068220
1.013605	0.077947
1.012784	0.087667
1.011866	0.097379
1.010852	0.107081
1.009741	0.116773
1.008535	0.126454
1.007232	0.136122
1.005834	0.145778
1.004339	0.155420
1.002749	0.165047
1.001064	0.174659
0.999283	0.184254
0.997407	0.193831
0.995435	0.203390
0.993369	0.212929
0.991208	0.222448
0.988953	0.231946
0.986603	0.241421
0.984159	0.250874
0.981621	0.260303
0.978990	0.269707
0.976265	0.279085
0.973446	0.288436
0.970535	0.297760
0.967531	0.307056
0.964434	0.316322
0.961245	0.325557
0.957964	0.334762
0.954592	0.343935
0.951128	0.353074
0.947573	0.362180
0.943927	0.371251
0.940191	0.380287
0.936365	0.389286
0.932449	0.398248
0.928443	0.407172
0.924349	0.416056
0.920165	0.424901
0.915893	0.433705
0.911534	0.442467
0.907086	0.451186
0.902552	0.459863
0.897930	0.468495
0.893222	0.477081
0.888428	0.485622
0.883549	0.494116
0.878584	0.502563
0.873535	0.510961
0.868401	0.519310
0.863184	0.527608
0.857883	0.535856
0.852499	0.544052
0.847033	0.552195
0.841485	0.560285
0.835855	0.568320
0.830145	0.576301
0.824354	0.584226
0.818483	0.592094
0.812533	0.599904
0.806504	0.607657
0.800396	0.615350
0.794211	0.622984
0.787949	0.630557
0.781610	0.638069
0.775195	0.645518
0.768704	0.652905
0.762138	0.660228
0.755498	0.667487
0.748785	0.674680
0.741998	0.681808
0.735139	0.688869
0.728208	0.695862
0.721205	0.702788
0.714132	0.709644
0.706989	0.716431
0.699777	0.723148
0.692496	0.729794
0.685146	0.736368
0.677730	0.742870
0.670247	0.749299
0.662698	0.755654
0.655084	0.761935
0.647405	0.768140
0.639662	0.774270
0.631856	0.780323
0.623988	0.786299
0.616058	0.792198
0.608067	0.798018
0.600016	0.803759
0.591906	0.809420
0.583736	0.815001
0.575509	0.820502
0.567225	0.825920
0.558884	0.831257
0.550488	0.836511
0.542037	0.841681
0.533531	0.846768
0.524973	0.851770
0.516362	0.856687
0.507700	0.861519
0.498987	0.866264
0.490224	0.870923
0.481411	0.875494
0.472551	0.879978
0.463643	0.884373
0.454688	0.888680
0.445688	0.892897
0.436643	0.897024
0.427554	0.901061
0.418422	0.905008
0.409248	0.908862
0.400032	0.912626
0.390776	0.916296
0.381481	0.919874
0.372147	0.923359
0.362775	0.926751
0.353366	0.930048
0.343921	0.933251
0.334442	0.936359
0.324928	0.939372
0.315382	0.942289
0.305803	0.945110
0.296193	0.947835
0.286553	0.950463
0.276883	0.952993
0.267186	0.955427
0.257461	0.957762
0.247709	0.959999
0.237932	0.962138
0.228131	0.964178
0.218306	0.966118
0.208459	0.967960
0.198590	0.969701
0.188701	0.971343
0.178792	0.972884
0.168865	0.974325
0.158920	0.975665
0.148959	0.976904
0.138982	0.978042
0.128992	0.979078
0.118987	0.980013
0.108971	0.980845
0.098943	0.981576
0.088904	0.982204
0.078857	0.982731
0.068801	0.983154
0.058738	0.983475
0.048669	0.983693
0.038595	0.983808
0.028517	0.983820
0.018436	0.983729
0.008352	0.983534
-0.001731	0.983236
-0.011815	0.982835
-0.021898	0.982330
-0.031978	0.981722
-0.042055	0.981010
-0.052127	0.980194
-0.062194	0.979275
-0.072254	0.978252
-0.082307	0.977125
-0.092351	0.975895
-0.102385	0.974561
-0.112408	0.973124
-0.122419	0.971583
-0.132417	0.969939
-0.142401	0.968191
-0.152370	0.966340
-0.162323	0.964386
-0.172258	0.962328
-0.182175	0.960168
-0.192072	0.957905
-0.201948	0.955539
-0.211803	0.953070
-0.221635	0.950499
-0.231444	0.947826
-0.241227	0.945051
-0.250984	0.942174
-0.260715	0.939195
-0.270417	0.936115
-0.280089	0.932934
-0.289732	0.929652
-0.299343	0.926269
-0.308922	0.922785
-0.318467	0.919202
-0.327978	0.915519
-0.337452	0.911736
-0.346891	0.907854
-0.356291	0.903873
-0.365652	0.899793
-0.374974	0.895615
-0.384255	0.891340
-0.393493	0.886967
-0.402689	0.882497
-0.411840	0.877930
-0.420946	0.873267
-0.430006	0.868508
-0.439019	0.863654
-0.447983	0.858704
-0.456898	0.853661
-0.465763	0.848523
-0.474577	0.843292
-0.483338	0.837967
-0.492045	0.832550
-0.500698	0.827041
-0.509296	0.821441
-0.517838	0.815749
-0.526322	0.809967
-0.534747	0.804095
-0.543113	0.798134
-0.551419	0.792085
-0.559664	0.785947
-0.567846	0.779721
-0.575965	0.773409
-0.584019	0.767011
-0.592009	0.760527
-0.599932	0.753958
-0.607788	0.747305
-0.615577	0.740568
-0.623296	0.733748
-0.630945	0.726846
-0.638524	0.719863
-0.646031	0.712798
-0.653466	0.705654
-0.660827	0.698430
-0.668113	0.691128
-0.675325	0.683748
-0.682460	0.676291
-0.689518	0.668758
-0.696499	0.661150
-0.703401	0.653466
-0.710223	0.645709
-0.716966	0.637879
-0.723627	0.629977
-0.730206	0.622003
-0.736702	0.613959
-0.743115	0.605846
-0.749444	0.597663
-0.755687	0.589413
-0.761845	0.581096
-0.767916	0.572713
-0.773899	0.564265
-0.779795	0.555752
-0.785602	0.547176
-0.791319	0.538538
-0.796946	0.529839
-0.802482	0.521079
-0.807927	0.512260
-0.813279	0.503382
-0.818538	0.494446
-0.823704	0.485454
-0.828776	0.476407
-0.833752	0.467305
-0.838634	0.458150
-0.843419	0.448942
-0.848107	0.439682
-0.852698	0.430372
-0.857191	0.421013
-0.861586	0.411606
-0.865882	0.402151
-0.870079	0.392650
-0.874175	0.383104
-0.878171	0.373514
-0.882066	0.363881
-0.885859	0.354206
-0.889551	0.344490
-0.893140	0.334735
-0.896626	0.324941
-0.900008	0.315110
-0.903287	0.305242
-0.906462	0.295339
-0.909532	0.285402
-0.912497	0.275432
-0.915357	0.265430
-0.918111	0.255398
-0.920759	0.245336
-0.923301	0.235246
-0.925736	0.225129
-0.928064	0.214985
-0.930284	0.204817
-0.932397	0.194625
-0.934402	0.184411
-0.936299	0.174175
-0.938088	0.163919
-0.939768	0.153644
-0.941339	0.143352
-0.942801	0.133043
-0.944154	0.122718
-0.945398	0.112379
-0.946532	0.102027
-0.947556	0.091664
-0.948471	0.081289
-0.949276	0.070906
-0.949971	0.060514
-0.950555	0.050115
-0.951030	0.039710
-0.951394	0.029301
-0.951648	0.018888
-0.951791	0.008473
-0.951825	-0.001943
-0.951748	-0.012358
-0.951560	-0.022773
-0.951262	-0.033184
-0.950854	-0.043592
-0.950336	-0.053994
-0.949708	-0.064391
-0.948969	-0.074780
-0.948121	-0.085160
-0.947163	-0.095530
-0.946095	-0.105890
-0.944917	-0.116237
-0.943630	-0.126570
-0.942234	-0.136889
-0.940728	-0.147192
-0.939114	-0.157478
-0.937390	-0.167746
-0.935559	-0.177995
-0.933619	-0.188222
-0.931571	-0.198428
-0.929415	-0.208611
-0.927152	-0.218770
-0.924781	-0.228904
-0.922304	-0.239011
-0.919720	-0.249091
-0.917030	-0.259141
-0.914234	-0.269162
-0.911332	-0.279152
-0.908325	-0.289109
-0.905213	-0.299033
-0.901997	-0.308923
-0.898677	-0.318777
-0.895253	-0.328594
-0.891726	-0.338374
-0.888096	-0.348114
-0.884364	-0.357815
-0.880530	-0.367474
-0.876595	-0.377091
-0.872559	-0.386664
-0.868422	-0.396193
-0.864186	-0.405677
-0.859851	-0.415114
-0.855416	-0.424503
-0.850884	-0.433843
-0.846254	-0.443134
-0.841527	-0.452374
-0.836703	-0.461562
-0.831784	-0.470698
-0.826769	-0.479779
-0.821660	-0.488805
-0.816457	-0.497776
-0.811160	-0.506690
-0.805771	-0.515545
-0.800290	-0.524342
-0.794717	-0.533080
-0.789054	-0.541756
-0.783301	-0.550370
-0.777458	-0.558922
-0.771527	-0.567410
-0.765508	-0.575834
-0.759402	-0.584192
-0.753210	-0.592484
-0.746933	-0.600709
-0.740570	-0.608865
-0.734123	-0.616952
-0.727594	-0.624970
-0.720981	-0.632916
-0.714288	-0.640791
-0.707513	-0.648594
-0.700658	-0.656323
-0.693725	-0.663978
-0.686712	-0.671558
-0.679623	-0.679062
-0.672457	-0.686490
-0.665215	-0.693841
-0.657898	-0.701113
-0.650507	-0.708307
-0.643043	-0.715421
-0.635507	-0.722455
-0.627899	-0.729407
-0.620221	-0.736278
-0.612474	-0.743066
-0.604658	-0.749772
-0.596774	-0.756393
-0.588824	-0.762930
-0.580807	-0.769382
-0.572726	-0.775747
-0.564581	-0.782027
-0.556374	-0.788219
-0.548104	-0.794323
-0.539773	-0.800340
-0.531383	-0.806267
-0.522933	-0.812105
-0.514425	-0.817852
-0.505860	-0.823509
-0.497239	-0.829075
-0.488564	-0.834550
-0.479834	-0.839932
-0.471051	-0.845221
-0.462216	-0.850417
-0.453330	-0.855519
-0.444394	-0.860527
-0.435409	-0.865440
-0.426377	-0.870259
-0.417297	-0.874981
-0.408172	-0.879608
-0.399002	-0.884138
-0.389788	-0.888571
-0.380531	-0.892908
-0.371233	-0.897146
-0.361895	-0.901287
-0.352516	-0.905329
-0.343100	-0.909272
-0.333646	-0.913117
-0.324155	-0.916862
-0.314630	-0.920508
-0.305070	-0.924053
-0.295477	-0.927499
-0.285852	-0.930844
-0.276196	-0.934088
-0.266510	-0.937231
-0.256795	-0.940272
-0.247052	-0.943213
-0.237283	-0.946051
-0.227488	-0.948788
-0.217669	-0.951422
-0.207826	-0.953955
-0.197961	-0.956384
-0.188074	-0.958711
-0.178168	-0.960936
-0.168242	-0.963057
-0.158298	-0.965076
-0.148338	-0.966991
-0.138361	-0.968803
-0.128370	-0.970511
-0.118364	-0.972117
-0.108347	-0.973618
-0.098317	-0.975017
-0.088277	-0.976311
-0.078228	-0.977502
-0.068171	-0.978590
-0.058106	-0.979573
-0.048035	-0.980453
-0.037959	-0.981230
-0.027879	-0.981903
-0.017795	-0.982472
-0.007710	-0.982938
0.002375	-0.983300
0.012461	-0.983559
0.022546	-0.983714
0.032628	-0.983766
0.042706	-0.983716
0.052781	-0.983562
0.062850	-0.983305
0.072912	-0.982945
0.082967	-0.982483
0.093013	-0.981918
0.103049	-0.981251
0.113075	-0.980482
0.123089	-0.979610
0.133090	-0.978637
0.143078	-0.977563
0.153051	-0.976387
0.163008	-0.975109
0.172948	-0.973731
0.182870	-0.972253
0.192773	-0.970673
0.202657	-0.968994
0.212520	-0.967215
0.222361	-0.965336
0.232179	-0.963358
0.241973	-0.961281
0.251742	-0.959105
0.261486	-0.956830
0.271203	-0.954458
0.280892	-0.951988
0.290553	-0.949421
0.300184	-0.946756
0.309784	-0.943995
0.319353	-0.941138
0.328889	-0.938184
0.338392	-0.935136
0.347860	-0.931992
0.357293	-0.928753
0.366690	-0.925420
0.376050	-0.921993
0.385372	-0.918473
0.394654	-0.914860
0.403897	-0.911154
0.413099	-0.907357
0.422260	-0.903467
0.431378	-0.899487
0.440452	-0.895415
0.449483	-0.891254
0.458468	-0.887003
0.467407	-0.882663
0.476299	-0.878234
0.485143	-0.873718
0.493939	-0.869113
0.502685	-0.864422
0.511382	-0.859644
0.520027	-0.854780
0.528620	-0.849830
0.537160	-0.844796
0.545647	-0.839678
0.554080	-0.834476
0.562457	-0.829190
0.570779	-0.823823
0.579044	-0.818373
0.587252	-0.812842
0.595401	-0.807231
0.603491	-0.801539
0.611522	-0.795768
0.619492	-0.789919
0.627401	-0.783991
0.635248	-0.777985
0.643032	-0.771903
0.650753	-0.765745
0.658409	-0.759511
0.666001	-0.753202
0.673527	-0.746819
0.680987	-0.740362
0.688381	-0.733833
0.695706	-0.727232
0.702964	-0.720559
0.710152	-0.713815
0.717271	-0.707002
0.724320	-0.700119
0.731297	-0.693168
0.738204	-0.686149
0.745038	-0.679062
0.751799	-0.671910
0.758487	-0.664691
0.765101	-0.657408
0.771641	-0.650061
0.778105	-0.642650
0.784494	-0.635177
0.790806	-0.627642
0.797042	-0.620046
0.803200	-0.612390
