POSICION_X	POSICION_Y
1.665992	0.000000
1.665974	0.007055
1.665920	0.014109
1.665830	0.021164
1.665704	0.028217
1.665542	0.035271
1.665344	0.042323
1.665110	0.049375
1.664840	0.056425
1.664533	0.063474
1.664191	0.070522
1.663813	0.077569
1.663399	0.084613
1.662949	0.091656
1.662463	0.098697
1.661940	0.105736
1.661382	0.112772
1.660788	0.119806
1.660158	0.126838
1.659492	0.133866
1.658790	0.140892
1.658052	0.147915
1.657278	0.154934
1.656469	0.161950
1.655623	0.168963
1.654741	0.175972
1.653824	0.182977
1.652870	0.189978
1.651881	0.196975
1.650856	0.203968
1.649795	0.210956
1.648698	0.217940
1.647565	0.224919
1.646396	0.231893
1.645192	0.238862
1.643952	0.245826
1.642676	0.252785
1.641364	0.259738
1.640017	0.266685
1.638633	0.273627
1.637214	0.280562
1.635760	0.287492
1.634269	0.294415
1.632743	0.301332
1.631181	0.308242
1.629584	0.315145
1.627951	0.322042
1.626282	0.328931
1.624578	0.335813
1.622838	0.342688
1.621063	0.349556
1.619252	0.356416
1.617406	0.363267
1.615524	0.370111
1.613606	0.376947
1.611653	0.383775
1.609665	0.390594
1.607641	0.397404
1.605582	0.404206
1.603488	0.410999
1.601358	0.417783
1.599193	0.424557
1.596992	0.431323
1.594756	0.438078
1.592485	0.444824
1.590179	0.451560
1.587838	0.458286
1.585461	0.465002
1.583049	0.471708
1.580603	0.478403
1.578121	0.485088
1.575604	0.491762
1.573052	0.498425
1.570465	0.505076
1.567843	0.511717
1.565186	0.518346
1.562494	0.524964
1.559767	0.531569
1.557005	0.538163
1.554209	0.544745
1.551378	0.551315
1.548512	0.557872
1.545611	0.564417
1.542676	0.570949
1.539706	0.577469
1.536701	0.583975
1.533662	0.590468
1.530588	0.596948
1.527480	0.603415
1.524337	0.609868
1.521160	0.616307
1.517948	0.622732
1.514702	0.629143
1.511422	0.635540
1.508107	0.641922
1.504758	0.648290
1.501375	0.654643
1.497958	0.660981
1.494507	0.667304
1.491022	0.673612
1.487502	0.679904
1.483949	0.686181
1.480361	0.692442
1.476740	0.698688
1.473085	0.704917
1.469396	0.711130
1.465673	0.717327
1.461917	0.723507
1.458126	0.729671
1.454303	0.735818
1.450445	0.741947
1.446554	0.748060
1.442630	0.754155
1.438672	0.760233
1.434681	0.766293
1.430656	0.772336
1.426599	0.778360
1.422507	0.784366
1.418383	0.790354
1.414226	0.796324
1.410035	0.802275
1.405812	0.808207
1.401555	0.814120
1.397266	0.820014
1.392944	0.825888
1.388589	0.831744
1.384201	0.837579
1.379781	0.843395
1.375328	0.849191
1.370842	0.854967
1.366324	0.860722
1.361773	0.866458
1.357190	0.872172
1.352575	0.877866
1.347928	0.883538
1.343248	0.889190
1.338536	0.894821
1.333792	0.900429
1.329016	0.906017
1.324209	0.911582
1.319369	0.917126
1.314497	0.922647
1.309594	0.928147
1.304659	0.933624
1.299693	0.939078
1.294695	0.944509
1.289665	0.949918
1.284605	0.955303
1.279512	0.960665
1.274389	0.966004
1.269235	0.971319
1.264049	0.976610
1.258832	0.981877
1.253585	0.987120
1.248306	0.992339
